Works: 12867
Superman/Batman, relationship, 8
Clark Kent, character, 69
Bruce Wayne, character, 187
Alfred Pennyworth, character, 73
Jonathan Kent, character, 15
Martha Kent, character, 14
Thomas Wayne, character, 11
Martha Wayne, character, 12
Helena Bertinelli/Dinah Lance, relationship, 8
Helena Bertinelli, character, 13
Dinah Lance, character, 18
Renee Montoya, character, 10
Harley Quinn, character, 31
some ouchies in this, freeform, 8
and hurt/comfort, freeform, 8
and a bit fluff, freeform, 8
and a bit of angst, freeform, 8
cause I'm me lol, freeform, 8
more harmless than the canon violence I think though, freeform, 8
Original Female Character & Original Male Character, relationship, 11
Original Characters, character, 380
Artemisia I of Caria, character, 8
Various Character(s), character, 9
Minor Characters, character, 42
Darkseid (DCU), character, 8
Background & Cameo Characters, character, 32
Self-Insert, freeform, 20
Black Male Character, freeform, 8
Black Character(s), freeform, 12
Blondes, freeform, 8
Male-Female Friendship, freeform, 35
Interracial Relationship, freeform, 8
Sequel, freeform, 26
Superheroes, freeform, 15
Supervillains, freeform, 12
Superpowers, freeform, 14
Weapons, freeform, 12
Swords, freeform, 10
Fights, freeform, 45
Epic Battles, freeform, 12
Original Character(s), freeform, 117
Original Character-centric, freeform, 21
Major Original Character(s), freeform, 13
Out of Character, freeform, 70
2020s, freeform, 8
Alternate Universe - Modern Setting, freeform, 312
Alternate Universe, freeform, 534
Magic-Users, freeform, 14
Magic, freeform, 102
Heroes & Heroines, freeform, 9
Villains, freeform, 16
Good versus Evil, freeform, 10
Planets, freeform, 9
Interplanetary Travel, freeform, 8
Space Opera, freeform, 11
Science Fiction, freeform, 29
Fantasy, freeform, 53
High Fantasy, freeform, 10
Urban Fantasy, freeform, 16
Action/Adventure, freeform, 94
Action, freeform, 64
Violence, freeform, 139
Clark Kent/Bruce Wayne, relationship, 18
Conner Kent, character, 10
Bottom Clark Kent, freeform, 8
somewhere in time parody, freeform, 8
Batman(Robert Pattinson) / Superman (Henry Cavill), freeform, 8
Roy Harper/Jason Todd, relationship, 21
Tim Drake/Kon-El | Conner Kent, relationship, 17
Jason Todd, character, 166
Roy Harper, character, 56
Koriand'r (DCU), character, 24
Kon-El | Conner Kent, character, 47
Tim Drake, character, 135
Barbara Gordon, character, 39
Hurt/Comfort, freeform, 1017
Emotional Hurt/Comfort, freeform, 443
Found Family, freeform, 112
Alternate Timelines, freeform, 23
Tim Drake/Ra's al Ghul, relationship, 9
Ra's al Ghul, character, 15
Alpha/Beta/Omega Dynamics, freeform, 172
Omega Tim Drake, freeform, 8
Alpha Ra's al Ghul, freeform, 8
Induced heats, freeform, 8
Drug-Induced Sex, freeform, 12
Kidnapping, freeform, 123
Obsession, freeform, 21
Unhealthy Relationships, freeform, 49
Emotional Manipulation, freeform, 51
Ra's being Ra's I guess, freeform, 8
This Is Why We Can't Have Nice Things, freeform, 18
Older Man/Younger Man, freeform, 12
no beta we die like jason todd, freeform, 12
Astra/Alex Danvers, relationship, 12
Alex Danvers, character, 47
Astra (Supergirl TV 2015), character, 11
Alternate Universe - Canon Divergence, freeform, 674
Astra (Supergirl TV 2015) Lives, freeform, 8
Established Relationship, freeform, 634
Fluff, freeform, 1873
Oswald Cobblepot/Edward Nygma, relationship, 10
Oswald Cobblepot, character, 17
Edward Nygma, character, 27
Post-Finale, freeform, 9
Fix-It, freeform, 85
Set during the limo episode, freeform, 6
like the title says, freeform, 6
Smut, freeform, 481
PWP, freeform, 60
Praise Kink, freeform, 107
Weight Issues, freeform, 9
body issues, freeform, 6
Injury issues, freeform, 6
Age Issues, freeform, 6
yes cobblepot has them all, freeform, 6
Body Worship, freeform, 47
lil bit of angst, freeform, 6
Hand Jobs, freeform, 112
Touch-Starved, freeform, 44
Episode: s05e12 The Beginning, freeform, 6
Sara Lance & Team Legends, relationship, 3
Sara Lance, character, 12
Oliver Queen, character, 52
Felicity Smoak, character, 26
Not Beta Read, freeform, 129
Self-Reflection, freeform, 11
Kinda, freeform, 40
Inner Dialogue, freeform, 9
Fear of Death, freeform, 5
Fear, freeform, 23
Short, freeform, 34
Post-Crisis on Infinite Earths Crossover Event (CW DC TV Universe), freeform, 3
part is set in Legends s4, freeform, 3
How Do I Tag, freeform, 69
I Don't Even Know, freeform, 37
Bad Ending, freeform, 14
Headcanon, freeform, 23
yep, freeform, 4
oliver's only mentioned, freeform, 3
Dialogue Light, freeform, 5
Short One Shot, freeform, 56
Wordcount: 100-1.000, freeform, 9
Dick Grayson & Jason Todd, relationship, 21
Jason Todd & Bruce Wayne, relationship, 19
Dick Grayson & Bruce Wayne, relationship, 15
Dick Grayson, character, 156
Alternative Perspective, freeform, 6
Hurt No Comfort, freeform, 119
Emotional Hurt, freeform, 54
Crying, freeform, 89
Tears, freeform, 9
Character Death, freeform, 167
everyones sad, freeform, 3
not even an ounce of happiness, freeform, 3
You've been warned, freeform, 3
Sad Ending, freeform, 39
dont worry I’ll make em happy later, freeform, 3
Father-Son Relationship, freeform, 36
Father Figures, freeform, 12
Hurt Dick Grayson, freeform, 10
Hurt Jason Todd, freeform, 6
Jason Todd Needs A Hug, freeform, 17
so does Dick, freeform, 3
Police Officer Dick Grayson, freeform, 4
Brothers, freeform, 24
Jason Todd is Robin, freeform, 4
Bruce Wayne Died, freeform, 3
for real this time, freeform, 3
Dick Grayson and Jason Todd are Siblings, freeform, 3
but dick and jason are gonna work through it, freeform, 3
So stay tuned, freeform, 3
i rewrote this too many times, freeform, 3
Hurts So Good, freeform, 4
hahahahha, freeform, 3
pls help-, freeform, 3
Jerome Valeska/Original Female Character(s), relationship, 3
Jerome Valeska/OC, relationship, 3
Jerome Valeska, character, 3
Original Character, character, 16
Joker, character, 7
Original Female Character, character, 31
Nothing but text messages, freeform, 3
stalker triggers, freeform, 3
slight harassment, freeform, 3
Arkham Asylum, freeform, 4
sweet in its weird way, freeform, 3
Cassandra Cain & Damian Wayne, relationship, 6
Dick Grayson & Damian Wayne, relationship, 10
Batfamily Members, character, 13
Supportive Dick Grayson, freeform, 3
Gender fluid Damian Wayne, freeform, 3
Because fuck gender rules, freeform, 3
Cass is a supportive sister, freeform, 3
Dick is a supportive brother, freeform, 3
Bruce is a supportive and tired dad, freeform, 3
Jason and Tim are there, freeform, 3
I kinda focused to much on Damian and Bruce that I forgot to make them present, freeform, 3
but they're there, freeform, 3
I swear, freeform, 5
Wally West/Original Female Character(s), relationship, 3
John Stewart/Katma Tui, relationship, 3
Wally West, character, 24
Original Female Character(s), character, 351
Hal Jordan, character, 18
Carol Ferris, character, 5
John Stewart, character, 3
Guy Gardner, character, 7
Kilowog (DCU), character, 4
Barry Allen, character, 57
Iris West, character, 27
Kaldur'ahm (DCU), character, 9
Arthur Curry (DCU), character, 7
Clone Roy Harper | Will Harper, character, 4
Artemis Crock, character, 8
J'onn J'onzz, character, 7
M'gann M'orzz, character, 8
Red Tornado, character, 3
The Guardians of Oa, character, 3
Friends to Lovers, freeform, 270
Slow Burn, freeform, 274
Team Bonding, freeform, 14
Alien Culture, freeform, 10
Post-Traumatic Stress Disorder - PTSD, freeform, 148
Implied/Referenced Child Abuse, freeform, 122
Implied/Referenced Mental Health Issues, freeform, 3
Fluff and Angst, freeform, 471
Romance, freeform, 494
Eventual Romance, freeform, 106
Teen Romance, freeform, 29
Green Lantern Corps - Freeform, freeform, 3
First Love, freeform, 27
Other Additional Tags to Be Added, freeform, 247
Clark Kent/Lois Lane, relationship, 14
Lois Lane, character, 21
Lex Luthor, character, 23
Lana Lang, character, 10
Chloe Sullivan, character, 17
Pete Ross, character, 3
Sam Lane, character, 4
Friendship, freeform, 261
Canon Related, freeform, 13
Love, freeform, 164
John Diggle, character, 10
Donna Smoak, character, 4
Quentin Lance, character, 4
Thea Queen, character, 10
Steve Rogers, character, 853
Natasha Romanov (Marvel), character, 405
Tony Stark, character, 625
Pepper Potts, character, 129
James "Rhodey" Rhodes, character, 64
Sam Wilson (Marvel), character, 291
Thor (Marvel), character, 216
James "Bucky" Barnes, character, 699
Clint Barton, character, 296
Bruce Banner, character, 180
Time Skips, freeform, 16
Domestic Fluff, freeform, 291
Husbands, freeform, 10
pure fluff, freeform, 7
theyre in love what can i say, freeform, 3
Nygmobblepot, freeform, 3
One Shot, freeform, 228
Post-Canon, freeform, 224
Bart Allen, character, 18
Science Experiments, freeform, 4
Coffee, freeform, 12
Soda, freeform, 2
Humor, freeform, 352
Crack, freeform, 128
Red Bull, freeform, 2
The Little Coffeemaker that Could, freeform, 2
Barbara Gordon/Bruce Wayne, relationship, 2
Rough Sex, freeform, 126
Creampie, freeform, 66
Age Difference, freeform, 123
Barry Allen/Iris West, relationship, 14
Barry Allen/Earth-2 Iris West, relationship, 2
Barry Allen & Earth-2 Barry Allen, relationship, 2
Iris West & Earth-2 Iris West, relationship, 2
Earth-2 Iris West, character, 2
Earth-2 (DCU), freeform, 2
Gift Giving, freeform, 10
Doppelganger, freeform, 3
Multiverse, freeform, 23
Barry Allen is The Flash, freeform, 2
Missing Scene, freeform, 49
Earth-2 lives, freeform, 2
Community: fandomweekly, freeform, 2
Jim Gordon, character, 19
Roman Sionis, character, 16
Selina Kyle, character, 22
Vicki Vale, character, 2
POV First Person, freeform, 51
Politics, freeform, 26
Police, freeform, 11
Drugs, freeform, 22
Corruption, freeform, 15
gentrification, freeform, 2
an attempt to slowly make Batman not fascist, freeform, 2
click the kudos button to send bad vibes to Frank Miller, freeform, 2
Merlin/Mordred (Merlin), relationship, 2
Merlin (Merlin), character, 86
Mordred (Merlin), character, 10
Gaius (Merlin), character, 20
Angst, freeform, 1363
Developing Relationship, freeform, 71
Merlin/Arthur Pendragon (Merlin), relationship, 45
Merlin & Morgana (Merlin), relationship, 1
Morgana (Merlin), character, 31
Arthur Pendragon (Merlin), character, 78
Art, freeform, 43
Serious Injuries, freeform, 14
Broken Bones, freeform, 19
Hurt Merlin, freeform, 3
Accidents, freeform, 4
Canon Era, freeform, 21
Blood, freeform, 128
Protective Arthur, freeform, 13
Suitable for remix, freeform, 1
Gaius' Eyebrow, character, 1
Murder, freeform, 91
edgar allan poe - Freeform, freeform, 2
Tell-Tale Heart, freeform, 1
Crazy, freeform, 5
Insanity, freeform, 15
Madness, freeform, 7
Eyebrow, freeform, 1
Horror, freeform, 60
Ygraine de Bois/Uther Pendragon (Merlin), relationship, 2
Uther Pendragon / Vivienne, relationship, 1
Uther Pendragon - mentioned, character, 1
Ygraine de Bois (Merlin), character, 2
Morgana - mentioned, character, 1
Balinor - mentioned, character, 1
Nimueh - mentioned, character, 1
Gaius - mentioned, character, 1
Portrait, freeform, 2
oval portrait, freeform, 1
Infidelity, freeform, 23
Diary, freeform, 1
Discovery, freeform, 3
sad Arthur, freeform, 1
King - Freeform, freeform, 2
prince - Freeform, freeform, 1
Queen - Freeform, freeform, 2
manservant, freeform, 1
magic cure, freeform, 1
Arthur's origin, freeform, 1
secret of Arthur's birth revealed, freeform, 1
Vampires, freeform, 42
Cemetery, freeform, 3
Blood Drinking, freeform, 32
Temporary Character Death, freeform, 47
Halloween, freeform, 41
Swearing, freeform, 98
Additional Warnings In Author's Note, freeform, 41
Alternate Universe - Canon, freeform, 16
Alternate Universe - Childhood Friends, freeform, 5
Childhood Friends, freeform, 43
Partners to Lovers, freeform, 3
Arranged Marriage, freeform, 52
Knights of the Round Table (Merlin), character, 5
Modern Era, freeform, 13
Gwen (Merlin), character, 32
Morgause (Merlin), character, 4
Merlin, character, 20
Once and Future King, freeform, 1
Immortal Merlin, freeform, 1
angsty, freeform, 5
Angst and Hurt/Comfort, freeform, 181
Tissue Warning, freeform, 1
Merlin/Arthur Pendragon, relationship, 23
Uther Pendragon (Merlin), character, 13
Gwaine (Merlin), character, 29
